Price,Area,Location,No. of Bedrooms,Resale,MaintenanceStaff,Gymnasium,24X7Security,PowerBackup,CarParking,StaffQuarter,AC,Wifi,Children'splayarea,LiftAvailable,BED
12600000,1945,"Kokapet, Hyderabad",3,0,0,1,1,1,0,0,0,0,1,1,0
10900000,1680,"Kokapet, Hyderabad",3,0,0,1,1,1,0,0,0,0,1,1,0
10900000,1680,"Kokapet, Hyderabad",3,0,0,1,0,1,0,0,0,0,1,1,0
8255000,1270,"Kokapet, Hyderabad",2,0,0,1,1,1,0,0,0,0,1,1,0
8255000,1270,"Kokapet, Hyderabad",2,0,0,1,1,1,0,0,0,0,1,0,0
8255000,1270,"Kokapet, Hyderabad",2,0,0,1,1,1,0,0,0,0,1,1,0
9620000,1480,"Kokapet, Hyderabad",3,0,0,1,1,1,0,0,0,0,1,1,0
9900000,3000,"Sainikpuri, Hyderabad",4,1,1,1,1,0,1,0,1,0,0,1,1
4800000,1225,"Nizampet, Hyderabad",2,0,0,0,1,1,1,0,0,0,0,1,0
11200000,2026,"Tellapur, Hyderabad",3,0,1,1,1,1,1,1,0,0,1,1,0
7900000,1525,"Bandlaguda Jagir, Hyderabad",3,0,1,1,1,1,1,1,0,0,1,1,0
5692000,1265,"LB Nagar, Hyderabad",2,0,0,1,0,1,0,0,0,0,1,1,0
10500000,1640,"Kondapur, Hyderabad",3,1,1,0,1,1,1,0,1,1,1,1,1
8900000,1360,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
8600000,1560,"LB Nagar, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,1,0
11399999,2026,"Tellapur, Hyderabad",3,0,1,1,1,1,1,1,0,0,1,1,0
4161999,1125,"KRCR Colony Road, Hyderabad",2,0,0,0,1,1,1,0,0,0,0,0,0
6800000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
6800000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
3300000,950,"Paramount Colony Toli Chowki, Hyderabad",2,1,0,0,1,1,1,0,0,0,0,1,0
6800000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
6800000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
7280000,1820,"ECIL, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,0,0
6800000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
11200000,2026,"Tellapur, Hyderabad",3,0,1,1,1,1,1,1,0,0,1,1,0
9000000,1366,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
4300000,1146,"Nizampet, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
9400000,1441,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
8900000,1360,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
23000000,3090,"Hitech City, Hyderabad",4,0,0,1,1,1,1,1,0,0,1,1,0
2850000,1000,"BK Guda Internal Road, Hyderabad",2,1,0,0,0,0,0,0,0,0,0,0,0
11200000,2026,"Tellapur, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
11299999,2026,"TellapurOsman Nagar Road, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
10500000,1880,"Tellapur, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
11200000,2026,"TellapurOsman Nagar Road, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
7280000,1820,"ECIL, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,0,0
3600000,1125,"muthangi, Hyderabad",2,1,0,0,0,0,0,0,0,0,0,0,0
8383000,1950,"Attapur, Hyderabad",3,0,0,1,0,1,0,0,0,0,1,1,0
8387000,1951,"Attapur, Hyderabad",3,0,0,1,0,1,0,0,0,0,1,1,0
8387000,1951,"Attapur, Hyderabad",3,0,0,1,0,1,0,0,0,0,1,1,0
9400000,1441,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
10500000,1700,"Narsingi, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
10500000,1700,"Narsingi, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
10500000,1700,"Narsingi, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
10500000,1700,"Narsingi, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
8400000,1279,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
8200000,1570,"Kondapur, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,0,0
4600000,1215,"Pragati Nagar, Hyderabad",2,0,0,1,1,1,1,0,0,0,1,0,1
4300000,1050,"Pragathi Nagar, Hyderabad",2,1,0,0,1,1,1,0,0,0,0,1,1
8800000,1260,"Gachibowli, Hyderabad",3,1,0,1,1,1,1,0,1,1,1,1,1
6900000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
4810000,1300,"Yapral, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,0,0
10500000,1700,"Narsingi, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
23000000,3090,"Hitech City, Hyderabad",4,0,0,1,1,1,1,1,0,0,1,1,0
8400000,1274,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
8400000,1274,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
7980000,1400,"Kokapet, Hyderabad",3,0,0,1,0,1,0,0,0,0,1,1,0
6500000,1621,"Narayanguda, Hyderabad",3,1,0,0,0,0,0,0,0,0,0,0,0
10200000,1800,"Kokapet, Hyderabad",3,0,0,1,0,1,0,0,0,0,1,1,0
4800000,1200,"Nizampet, Hyderabad",2,0,0,0,0,1,0,0,0,0,1,1,0
4099000,1400,"Kollur, Hyderabad",3,0,0,1,0,1,0,0,0,0,1,1,0
4800000,1200,"Nizampet, Hyderabad",2,0,0,1,0,1,0,0,0,0,1,1,0
4158000,1155,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
4239000,1175,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
4500000,1128,"Pragathi Nagar, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
7000000,1150,"Amberpet, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
11299999,2026,"TellapurOsman Nagar Road, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
10500000,1880,"TellapurOsman Nagar Road, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
10200000,1880,"Tellapur, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
4000000,1350,"Old Bowenpally, Hyderabad",3,1,0,0,0,0,0,0,0,0,0,0,0
4158000,1155,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
4158000,1155,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
23000000,3090,"Hitech City, Hyderabad",4,0,0,1,1,1,1,1,0,0,1,1,0
23000000,3090,"Hitech City, Hyderabad",4,0,0,1,1,1,1,1,0,0,1,1,0
23000000,3090,"Hitech City, Hyderabad",4,0,0,1,1,1,1,1,0,0,1,1,0
8150000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
4940000,1235,"Moula Ali, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
6800000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
8150000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8150000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
7500000,1700,"Alapathi Nagar, Hyderabad",3,1,0,0,0,1,1,0,0,0,0,1,0
3500000,960,"Arvind Nagar Colony, Hyderabad",3,1,0,0,0,0,0,0,0,0,0,1,0
4158000,1155,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
8150000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8150000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
4239000,1175,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
4239000,1175,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
7000000,1370,"Kondapur, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
8000000,1216,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
9000000,1366,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
8000000,1216,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
4158000,1155,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
11299999,2026,"Tellapur, Hyderabad",3,0,1,1,1,1,1,1,0,0,1,1,0
8000000,1570,"Kondapur, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,0,0
8383000,1950,"Attapur, Hyderabad",3,0,0,1,0,1,0,0,0,0,1,1,0
6786000,1170,"Matrusri Nagar, Hyderabad",2,0,0,0,0,1,1,0,0,0,0,1,0
6000000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
6323000,1471,"Attapur, Hyderabad",2,0,0,1,0,1,0,0,0,0,1,1,0
6319000,1470,"Attapur, Hyderabad",2,0,0,1,0,1,0,0,0,0,1,1,0
6319000,1470,"Attapur, Hyderabad",2,0,0,1,0,1,0,0,0,0,1,1,0
8404000,1955,"Attapur, Hyderabad",3,0,0,1,0,1,0,0,0,0,1,1,0
4500000,1000,"Nizampet, Hyderabad",2,1,0,0,1,1,1,0,0,0,0,1,0
6000000,1515,"Pragathi Nagar Road, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
6000000,1515,"Pragathi Nagar Road, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8400000,1274,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
40000000,2865,"Madhapur, Hyderabad",4,1,0,1,1,1,1,0,0,0,1,1,0
7317000,1090,"Kukatpally, Hyderabad",2,0,0,0,1,1,1,0,0,0,1,1,0
11200000,2026,"Tellapur, Hyderabad",3,0,1,1,1,1,1,1,0,0,1,1,0
6000000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
6500000,950,"Padma Colony, Hyderabad",2,1,0,0,0,0,0,0,0,0,0,0,0
6000000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
6000000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
10500000,1880,"TellapurOsman Nagar Road, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
15500000,2220,"Nanakramguda, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
9120000,1600,"Kokapet, Hyderabad",3,0,0,1,0,1,0,0,0,0,1,1,0
4804000,1201,"Nizampet, Hyderabad",2,0,0,1,0,1,0,0,0,0,1,1,0
5000000,1150,"Nizampet, Hyderabad",2,1,0,0,0,0,0,0,0,0,0,0,0
4158000,1155,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
4600000,1050,"Gajularamaram, Hyderabad",2,0,0,0,1,1,1,0,0,0,0,1,0
6600000,1555,"Gajularamaram, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
11200000,2026,"TellapurOsman Nagar Road, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
10200000,1880,"TellapurOsman Nagar Road, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
4158000,1155,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
21000000,2380,"Hitech City, Hyderabad",3,0,0,1,1,1,1,0,0,0,0,1,0
6000000,1402,"Happy Homes Colony, Hyderabad",3,1,0,0,1,0,1,0,0,0,0,1,0
6000000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
4500000,1120,"Pragathi Nagar, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8400000,1279,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
8400000,1274,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
4158000,1155,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
8000000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
6000000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
8000000,1650,"Serilingampally, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,0,0
9447000,1687,"Tellapur, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
3500000,800,"Uppal, Hyderabad",2,1,0,0,0,0,0,0,0,0,0,0,0
6000000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
6000000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
6000000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
9500000,1441,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
4070000,1100,"Yapral, Hyderabad",2,0,0,0,1,1,1,0,0,0,0,0,0
13700000,2150,"Tellapur, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
6000000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
6000000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
6000000,1515,"Pragathi Nagar Road, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
6000000,1515,"Pragathi Nagar Kukatpally, Hyderabad",3,0,0,0,0,0,1,0,0,0,0,1,0
4158000,1155,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
2300000,600,"Old Nallakunta, Hyderabad",1,1,0,0,0,0,0,0,0,0,0,0,0
8150000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
16000000,1880,"Kondapur, Hyderabad",3,0,1,1,1,1,1,1,0,0,1,1,0
8900000,1360,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
8000000,1216,"Kukatpally, Hyderabad",2,0,0,1,1,0,1,0,0,0,1,1,0
8766000,1538,"Tellapur, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
10700000,1920,"Miyapur, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
8573000,1190,"Miyapur, Hyderabad",2,0,1,1,1,1,1,0,0,0,1,1,0
18400000,2925,"Serilingampally, Hyderabad",4,0,0,1,1,1,1,1,0,1,1,1,0
8150000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
12400000,2150,"Kokapet, Hyderabad",3,0,0,1,1,1,0,0,0,0,1,1,0
11200000,1695,"Kukatpally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
5999000,2700,"Sangeet Nagar, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
6000000,1250,"Karmanghat, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
5600000,1100,"NRSA Colony, Hyderabad",2,0,0,0,1,1,1,0,0,0,0,1,0
3510000,1003,"Miyapur, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
2800000,1400,"Adibatla, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,0,0
2800000,1400,"Adibatla, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,0,0
21000000,5000,"Manikonda, Hyderabad",6,0,0,0,0,0,1,0,0,0,0,0,0
3500000,850,"Methodist Colony, Hyderabad",2,1,0,0,0,0,0,0,0,0,0,0,0
8000000,1800,"Ameerpet, Hyderabad",3,1,0,0,0,1,1,0,1,1,0,0,1
5187000,1235,"Moula Ali, Hyderabad",2,0,0,1,1,1,1,0,0,0,1,1,0
6000000,1515,"Pragathi Nagar Kukatpally, Hyderabad",2,0,0,0,0,0,1,0,0,0,0,1,0
2700000,750,"BK Guda Internal Road, Hyderabad",2,1,0,0,0,0,0,0,0,0,0,0,0
4158000,1155,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
4000000,900,"West Marredpally, Hyderabad",2,1,0,0,1,0,1,0,0,0,0,0,0
35000000,3300,"Banjara Hills, Hyderabad",4,1,1,1,1,1,1,1,0,0,1,1,0
8000000,1538,"Tellapur, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
6800000,1195,"Kondapur, Hyderabad",2,1,0,0,0,0,0,0,0,0,0,0,0
4179999,1100,"Pragathi Nagar Kukatpally, Hyderabad",2,0,1,0,1,1,1,1,0,0,0,1,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
8200000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
4856000,1214,"Miyapur, Hyderabad",2,0,0,1,1,1,1,0,0,1,1,1,0
4230000,1175,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
4158000,1155,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
4236000,1175,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
4236000,1175,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
4236000,1175,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
5654000,1028,"ALIND Employees Colony, Hyderabad",2,0,0,0,0,1,1,0,0,0,0,1,0
4000000,1350,"Khizra Enclave, Hyderabad",3,0,0,0,0,1,0,0,0,0,0,0,0
3700000,1050,"Medchal, Hyderabad",2,0,0,0,1,1,1,0,0,0,0,0,0
5600000,1300,"LB Nagar, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,0,0
3750000,1500,"Beeramguda, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,0,0
3500000,1400,"Krishna Reddy Pet, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,0,0
4700000,1130,"LB Nagar, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
4600000,1500,"Dammaiguda, Hyderabad",3,1,1,0,1,0,1,1,0,0,1,1,0
30000000,3000,"Jubilee Hills, Hyderabad",3,0,1,1,1,1,1,1,0,0,1,1,0
8100000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
29000000,3498,"Hitech City, Hyderabad",4,0,0,1,1,1,1,1,0,0,1,1,0
5500000,1100,"Padmarao Nagar, Hyderabad",3,1,0,0,0,0,0,0,0,0,0,0,0
4680000,1200,"Bachupally, Hyderabad",2,0,0,0,1,1,1,0,0,0,0,0,0
4230000,1175,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
8800000,1620,"Gajulramaram Kukatpally, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
4200000,1100,"Pragathi Nagar Kukatpally, Hyderabad",2,0,0,0,0,1,1,0,0,0,0,1,0
5061000,1205,"Miyapur, Hyderabad",2,0,0,0,0,1,1,0,0,0,0,1,0
4600000,1180,"Nizampet, Hyderabad",2,0,0,0,0,1,1,0,0,0,0,1,0
10900000,1591,"Kukatpally, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
11000000,1441,"Banjara Hills, Hyderabad",2,1,0,0,0,1,1,0,0,0,0,0,0
3148000,1050,"Gachibowli, Hyderabad",2,0,1,1,1,1,1,0,0,1,1,1,0
6325000,1665,"Gachibowli, Hyderabad",3,0,1,1,1,1,1,0,0,1,1,1,0
4748000,1250,"Gachibowli, Hyderabad",2,0,0,1,1,1,1,0,0,1,0,1,0
4230000,1175,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
5652000,1256,"Suchitra, Hyderabad",2,0,1,1,1,1,1,0,0,0,1,1,0
4680000,1200,"Bachupally, Hyderabad",2,0,0,0,1,1,1,0,0,0,0,0,0
38700000,4320,"Whitefields, Hyderabad",4,0,0,1,1,1,1,0,0,0,1,1,0
10000000,1735,"Kokapet, Hyderabad",3,0,0,1,1,1,0,0,0,0,1,1,0
6500000,1150,"Mayuri Nagar, Hyderabad",2,1,0,0,1,1,1,0,0,0,1,1,0
12400000,1500,"Sanath Nagar, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
4230000,1175,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
7800000,1507,"Kokapet, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
8000000,1412,"Tellapur, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
12500000,2160,"Gandipet, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
10000000,1500,"Appa Junction Peerancheru, Hyderabad",3,1,0,1,1,1,1,0,0,0,1,0,0
3500000,1050,"Dammaiguda, Hyderabad",2,1,0,1,1,1,1,1,0,0,1,1,0
2310000,550,"Moula Ali, Hyderabad",1,0,0,1,1,1,1,0,0,0,1,1,0
7554000,1220,"Kondapur, Hyderabad",2,0,0,1,1,1,1,0,0,0,1,1,0
4542000,1010,"Gajularamaram, Hyderabad",2,0,0,1,1,1,1,0,0,0,1,1,0
7098999,1090,"Kukatpally, Hyderabad",2,0,0,0,1,1,1,0,0,0,1,1,0
6931000,1555,"Gajularamaram, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
11399999,1885,"Kondapur, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
11100000,1730,"Kukatpally, Hyderabad",3,0,0,0,1,1,1,0,0,0,1,1,0
4158000,1155,"Bachupally Road, Hyderabad",2,0,0,0,1,1,1,0,0,0,0,1,0
8150000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
40000000,5000,"Adda Gutta, Hyderabad",3,1,0,0,1,1,1,0,1,0,0,1,1
2500000,600,"Miyapur HMT Swarnapuri Colony, Hyderabad",1,1,0,0,1,0,0,0,0,0,0,1,0
10500000,1600,"Central Excise Colony Hyderabad, Hyderabad",3,1,0,0,1,1,1,0,0,0,0,1,0
19300000,2800,"Gachibowli, Hyderabad",3,0,0,1,1,0,1,0,0,0,1,0,0
16500000,2405,"Gachibowli, Hyderabad",3,0,0,1,1,0,1,0,0,0,1,0,0
2500000,1000,"Krishna Reddy Pet, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
3500000,1400,"Beeramguda, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,0,0
5600000,1330,"LB Nagar, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,0,0
3500000,1000,"Miyapur, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,0,0
27000000,3350,"Basheer Bagh, Hyderabad",4,1,0,0,1,1,1,0,1,1,0,1,0
9291000,1630,"Kondapur, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
8150000,1650,"Serilingampally, Hyderabad",3,0,0,0,1,1,1,0,0,0,0,1,0
42900000,3350,"Banjara Hills, Hyderabad",4,0,0,1,1,1,1,1,0,0,1,1,0
6000000,1250,"Gopal Nagar, Hyderabad",2,0,1,0,1,1,1,0,0,0,0,1,0
4700000,1055,"Uppal Kalan, Hyderabad",2,0,0,1,1,1,1,0,0,0,1,0,0
4403000,1190,"Bachupaly Road Miyapur, Hyderabad",2,0,1,0,0,0,1,0,0,0,0,1,0
2200000,550,"ECIL Main Road, Hyderabad",1,0,0,1,1,1,1,0,0,0,0,1,0
4304000,1076,"Kushaiguda, Hyderabad",2,0,0,0,0,1,0,0,0,0,0,1,0
3732000,933,"Kushaiguda, Hyderabad",2,0,0,0,0,1,0,0,0,0,0,1,0
4104000,1026,"Kushaiguda, Hyderabad",2,0,0,0,0,1,0,0,0,0,0,1,0
3928000,982,"Kushaiguda, Hyderabad",2,0,0,0,0,1,0,0,0,0,0,1,0
9100000,1792,"Tellapur, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
29000000,3498,"Hitech City, Hyderabad",4,0,1,1,1,1,1,1,0,0,1,1,0
4389000,1155,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
13700000,2771,"Bandlaguda Jagir, Hyderabad",4,0,0,1,1,1,1,0,0,0,1,1,0
9974000,1480,"Kokapet, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
20000000,2250,"Ashok Nagar, Hyderabad",3,1,0,0,1,1,1,0,0,0,0,1,0
3000000,700,"Sanath Nagar, Hyderabad",2,1,0,0,1,0,0,0,0,0,0,0,0
4158000,1155,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
4158000,1155,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
4239000,1175,"Bachupally Road, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
11000000,1715,"Barkatpura, Hyderabad",3,1,0,0,1,1,1,0,0,0,0,1,0
4950000,1100,"Manikonda, Hyderabad",2,0,0,0,1,1,1,0,0,0,0,1,0
21000000,2380,"Kondapur, Hyderabad",3,0,0,1,1,1,1,0,0,0,0,1,0
6006000,1430,"ECIL, Hyderabad",3,0,0,1,1,1,1,0,0,0,1,1,0
2116000,1008,"Beeramguda, Hyderabad",2,0,1,1,1,1,1,1,0,1,1,1,0
4800000,1225,"Nizampet, Hyderabad",2,0,0,0,1,1,1,0,0,0,0,1,0
4236000,1175,"Bachupally Road, Hyderabad",3,0,0,0,0,0,0,0,0,0,0,0,0
9638000,1580,"Hitech City, Hyderabad",3,0,1,1,1,1,1,0,0,0,1,1,0
7000000,1170,"Madinaguda, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,0,0
4100000,1055,"Medchal, Hyderabad",2,0,0,0,0,0,0,0,0,0,0,1,0
